response,feedback_type,contrast_right,contrast_left,response_time,mouse,session,contrast_diff,contrast_diff_abs,condition
-1.0,-1.0,0.0,0.0,1.2350547275241297,Hench,10,0.0,0.0,no_go
0.0,1.0,0.0,0.0,2.051217390475699,Hench,10,0.0,0.0,no_go
1.0,-1.0,0.25,0.0,1.0190453666407393,Hench,10,0.25,0.25,go
0.0,-1.0,0.0,1.0,2.3583788673723802,Hench,10,-1.0,1.0,go
1.0,1.0,0.0,1.0,1.4357333081616162,Hench,10,-1.0,1.0,go
-1.0,1.0,1.0,0.0,0.5521847488997764,Hench,10,1.0,1.0,go
-1.0,1.0,0.25,0.25,1.3015067424925064,Hench,10,0.0,0.0,go
1.0,1.0,1.0,1.0,1.2014802742384063,Hench,10,0.0,0.0,go
0.0,-1.0,0.0,0.5,2.256778225612379,Hench,10,-0.5,0.5,go
1.0,1.0,0.0,1.0,0.9186210669254251,Hench,10,-1.0,1.0,go
-1.0,1.0,0.25,0.0,0.7189198976800526,Hench,10,0.25,0.25,go
1.0,1.0,0.25,1.0,0.7185005665269273,Hench,10,-0.75,0.75,go
-1.0,1.0,0.25,0.0,1.435060861252623,Hench,10,0.25,0.25,go
0.0,1.0,0.0,0.0,2.227976712688019,Hench,10,0.0,0.0,no_go
0.0,1.0,0.0,0.0,2.4325183171933986,Hench,10,0.0,0.0,no_go
1.0,1.0,0.0,0.5,0.6692529170068156,Hench,10,-0.5,0.5,go
0.0,-1.0,0.0,0.25,2.3262651730155994,Hench,10,-0.25,0.25,go
-1.0,1.0,0.5,0.0,0.8015106748572407,Hench,10,0.5,0.5,go
1.0,1.0,0.25,0.5,0.6689868871098952,Hench,10,-0.25,0.25,go
1.0,-1.0,0.0,0.0,1.0522350460267944,Hench,10,0.0,0.0,no_go
0.0,1.0,0.0,0.0,2.634040193029932,Hench,10,0.0,0.0,no_go
-1.0,1.0,1.0,0.25,0.6024068602966963,Hench,10,0.75,0.75,go
-1.0,1.0,1.0,0.0,0.5861455693136577,Hench,10,1.0,1.0,go
1.0,1.0,0.25,0.5,0.5858724280602701,Hench,10,-0.25,0.25,go
1.0,1.0,0.25,1.0,1.1854845743963551,Hench,10,-0.75,0.75,go
1.0,1.0,0.0,0.5,0.7350503778635584,Hench,10,-0.5,0.5,go
0.0,-1.0,0.5,0.5,2.55909752647176,Hench,10,0.0,0.0,go
0.0,-1.0,0.25,0.0,2.057146735388187,Hench,10,0.25,0.25,go
1.0,-1.0,1.0,1.0,1.1362105968316882,Hench,10,0.0,0.0,go
-1.0,-1.0,0.0,0.5,1.0859935815456083,Hench,10,-0.5,0.5,go
0.0,-1.0,0.25,0.25,2.531922883214861,Hench,10,0.0,0.0,go
1.0,1.0,0.0,0.5,1.1186066597510944,Hench,10,-0.5,0.5,go
1.0,-1.0,0.5,0.5,0.9196095931790751,Hench,10,0.0,0.0,go
0.0,1.0,0.0,0.0,2.1326310213928537,Hench,10,0.0,0.0,no_go
0.0,-1.0,0.5,0.0,2.5735914246276934,Hench,10,0.5,0.5,go
1.0,1.0,0.25,1.0,1.036020323910293,Hench,10,-0.75,0.75,go
1.0,1.0,0.5,1.0,0.9188624318553593,Hench,10,-0.5,0.5,go
0.0,1.0,0.0,0.0,2.5326756970127917,Hench,10,0.0,0.0,no_go
1.0,1.0,0.0,0.25,0.9192329324195043,Hench,10,-0.25,0.25,go
0.0,-1.0,0.0,0.25,2.3125189059023796,Hench,10,-0.25,0.25,go
0.0,1.0,0.0,0.0,2.5635759666465674,Hench,10,0.0,0.0,no_go
1.0,1.0,0.0,0.5,1.0518923374622773,Hench,10,-0.5,0.5,go
1.0,1.0,0.25,1.0,0.7527144111433017,Hench,10,-0.75,0.75,go
0.0,-1.0,0.25,0.25,2.177243448207264,Hench,10,0.0,0.0,go
1.0,1.0,0.0,1.0,0.7694337502109647,Hench,10,-1.0,1.0,go
0.0,1.0,0.0,0.0,2.3083982446327127,Hench,10,0.0,0.0,no_go
-1.0,1.0,1.0,0.0,0.8196302540083025,Hench,10,1.0,1.0,go
1.0,1.0,0.0,1.0,0.953042605148994,Hench,10,-1.0,1.0,go
0.0,-1.0,0.25,1.0,2.6474756079715007,Hench,10,-0.75,0.75,go
1.0,1.0,0.25,1.0,1.085822213490701,Hench,10,-0.75,0.75,go
-1.0,-1.0,0.0,0.0,0.6025376642268157,Hench,10,0.0,0.0,no_go
0.0,1.0,0.0,0.0,2.5915390958283524,Hench,10,0.0,0.0,no_go
1.0,1.0,0.5,1.0,1.2362783468515772,Hench,10,-0.5,0.5,go
0.0,1.0,0.0,0.0,2.1506304643446583,Hench,10,0.0,0.0,no_go
1.0,1.0,0.0,1.0,1.0195021462380964,Hench,10,-1.0,1.0,go
1.0,1.0,0.0,1.0,1.5865500738808578,Hench,10,-1.0,1.0,go
0.0,1.0,0.0,0.0,2.218963565006561,Hench,10,0.0,0.0,no_go
1.0,-1.0,0.0,0.0,1.136460454220014,Hench,10,0.0,0.0,no_go
0.0,1.0,0.0,0.0,2.4800291081847945,Hench,10,0.0,0.0,no_go
1.0,1.0,0.25,1.0,0.6358158069484716,Hench,10,-0.75,0.75,go
-1.0,1.0,1.0,0.0,0.8192477937291187,Hench,10,1.0,1.0,go
-1.0,-1.0,0.0,0.0,0.8034669877073384,Hench,10,0.0,0.0,no_go
0.0,1.0,0.0,0.0,2.3199736086125995,Hench,10,0.0,0.0,no_go
1.0,1.0,0.25,1.0,1.1696061923113348,Hench,10,-0.75,0.75,go
1.0,-1.0,1.0,0.5,0.6533062096187905,Hench,10,0.5,0.5,go
0.0,-1.0,0.5,0.25,2.320014614332081,Hench,10,0.25,0.25,go
0.0,1.0,0.0,0.0,2.4837532267600864,Hench,10,0.0,0.0,no_go
1.0,-1.0,0.25,0.0,1.0025603714872204,Hench,10,0.25,0.25,go
0.0,1.0,0.0,0.0,2.347591971974566,Hench,10,0.0,0.0,no_go
1.0,1.0,0.0,1.0,0.8030631025036428,Hench,10,-1.0,1.0,go
-1.0,1.0,0.25,0.0,0.8025383653534846,Hench,10,0.25,0.25,go
-1.0,1.0,1.0,0.25,0.6023984909990077,Hench,10,0.75,0.75,go
0.0,-1.0,0.0,0.25,2.098699270707243,Hench,10,-0.25,0.25,go
1.0,1.0,0.0,1.0,1.469231759592958,Hench,10,-1.0,1.0,go
1.0,1.0,0.0,0.5,0.8862832105261305,Hench,10,-0.5,0.5,go
-1.0,-1.0,0.0,0.5,1.303457345208244,Hench,10,-0.5,0.5,go
-1.0,1.0,0.5,0.25,0.9032022194268166,Hench,10,0.25,0.25,go
1.0,1.0,0.0,0.5,1.0871588496885352,Hench,10,-0.5,0.5,go
-1.0,1.0,1.0,0.0,1.220281348747335,Hench,10,1.0,1.0,go
1.0,-1.0,0.0,0.0,1.2361590477081563,Hench,10,0.0,0.0,no_go
0.0,1.0,0.0,0.0,2.599437857139378,Hench,10,0.0,0.0,no_go
1.0,1.0,0.0,1.0,1.1196396654827367,Hench,10,-1.0,1.0,go
1.0,1.0,0.0,1.0,0.6199180711025747,Hench,10,-1.0,1.0,go
-1.0,-1.0,0.0,0.25,0.5864026503709283,Hench,10,-0.25,0.25,go
0.0,-1.0,0.25,0.5,2.5011847878342905,Hench,10,-0.25,0.25,go
1.0,1.0,0.0,1.0,1.2203969762855422,Hench,10,-1.0,1.0,go
-1.0,1.0,0.5,0.0,1.6368497035795144,Hench,10,0.5,0.5,go
1.0,-1.0,0.0,0.0,1.3365412453495082,Hench,10,0.0,0.0,no_go
0.0,1.0,0.0,0.0,2.6399500534923845,Hench,10,0.0,0.0,no_go
-1.0,1.0,1.0,0.0,0.8035600917407919,Hench,10,1.0,1.0,go
-1.0,1.0,0.5,0.0,1.0535966195001265,Hench,10,0.5,0.5,go
1.0,1.0,0.0,1.0,0.8043632150112217,Hench,10,-1.0,1.0,go
0.0,1.0,0.0,0.0,2.385849254587356,Hench,10,0.0,0.0,no_go
-1.0,1.0,1.0,0.25,0.6540690565376508,Hench,10,0.75,0.75,go
1.0,-1.0,0.0,0.0,1.0867133125105966,Hench,10,0.0,0.0,no_go
0.0,1.0,0.0,0.0,2.3859384865045286,Hench,10,0.0,0.0,no_go
1.0,1.0,0.5,0.5,1.3697622806696472,Hench,10,0.0,0.0,go
1.0,1.0,0.0,0.5,0.8203052224288285,Hench,10,-0.5,0.5,go
-1.0,1.0,0.25,0.25,1.386773063532587,Hench,10,0.0,0.0,go
1.0,1.0,0.0,1.0,0.6029034602187267,Hench,10,-1.0,1.0,go
1.0,1.0,0.0,1.0,1.00380532077088,Hench,10,-1.0,1.0,go
-1.0,1.0,1.0,0.0,1.387512752348357,Hench,10,1.0,1.0,go
1.0,1.0,0.0,0.25,2.1371796561591054,Hench,10,-0.25,0.25,go
1.0,1.0,0.0,1.0,0.9369041081133673,Hench,10,-1.0,1.0,go
0.0,-1.0,0.25,0.0,2.0833244641805777,Hench,10,0.25,0.25,go
1.0,1.0,0.5,0.5,0.6541282559451247,Hench,10,0.0,0.0,go
1.0,1.0,0.5,0.5,1.4033408883981338,Hench,10,0.0,0.0,go
-1.0,-1.0,0.0,0.25,1.1033274387345955,Hench,10,-0.25,0.25,go
1.0,1.0,0.0,1.0,1.3205525136593224,Hench,10,-1.0,1.0,go
-1.0,1.0,0.5,0.0,0.7367792787517828,Hench,10,0.5,0.5,go
-1.0,1.0,0.5,0.0,0.6041845822946925,Hench,10,0.5,0.5,go
1.0,-1.0,1.0,1.0,0.603590329756571,Hench,10,0.0,0.0,go
-1.0,-1.0,0.0,0.0,0.6537030774527466,Hench,10,0.0,0.0,no_go
0.0,1.0,0.0,0.0,2.677052524117016,Hench,10,0.0,0.0,no_go
1.0,1.0,0.5,1.0,0.9374244164418997,Hench,10,-0.5,0.5,go
-1.0,-1.0,0.0,0.0,0.9878867061268011,Hench,10,0.0,0.0,no_go
0.0,1.0,0.0,0.0,2.6030155664880112,Hench,10,0.0,0.0,no_go
1.0,1.0,0.0,0.25,0.7046018597120565,Hench,10,-0.25,0.25,go
0.0,-1.0,0.25,0.0,2.581603321493276,Hench,10,0.25,0.25,go
-1.0,1.0,1.0,0.0,2.2871018180965166,Hench,10,1.0,1.0,go
0.0,-1.0,0.25,0.25,2.4517284308619764,Hench,10,0.0,0.0,go
1.0,-1.0,0.5,0.25,0.8210190692793731,Hench,10,0.25,0.25,go
1.0,1.0,0.0,1.0,1.12082666837523,Hench,10,-1.0,1.0,go
-1.0,1.0,1.0,0.25,1.187800285499634,Hench,10,0.75,0.75,go
1.0,1.0,0.25,0.5,0.9041125919864044,Hench,10,-0.25,0.25,go
1.0,-1.0,0.5,0.5,0.8701639544372028,Hench,10,0.0,0.0,go
0.0,1.0,0.0,0.0,2.498441938805172,Hench,10,0.0,0.0,no_go
1.0,1.0,0.0,1.0,0.9536447645530188,Hench,10,-1.0,1.0,go
0.0,-1.0,0.25,0.0,2.540663106678039,Hench,10,0.25,0.25,go
0.0,1.0,0.0,0.0,2.600256685981776,Hench,10,0.0,0.0,no_go
1.0,-1.0,0.0,0.0,1.08734057957804,Hench,10,0.0,0.0,no_go
0.0,1.0,0.0,0.0,2.100743872099656,Hench,10,0.0,0.0,no_go
1.0,1.0,0.0,1.0,1.0879634261507363,Hench,10,-1.0,1.0,go
1.0,1.0,0.0,0.5,0.6537105384668394,Hench,10,-0.5,0.5,go
-1.0,1.0,0.5,0.25,1.4375762910444791,Hench,10,0.25,0.25,go
1.0,1.0,0.0,1.0,0.9875664066355512,Hench,10,-1.0,1.0,go
-1.0,-1.0,0.25,1.0,1.1877655464600139,Hench,10,-0.75,0.75,go
1.0,1.0,0.25,1.0,1.1550255001184269,Hench,10,-0.75,0.75,go
-1.0,-1.0,0.0,0.0,1.438627918160364,Hench,10,0.0,0.0,no_go
0.0,1.0,0.0,0.0,2.6483172200894387,Hench,10,0.0,0.0,no_go
0.0,1.0,0.0,0.0,2.1696108447542883,Hench,10,0.0,0.0,no_go
1.0,-1.0,0.5,0.0,1.0876851333825925,Hench,10,0.5,0.5,go
-1.0,-1.0,0.5,0.5,0.7209360135245788,Hench,10,0.0,0.0,go
0.0,-1.0,0.0,0.5,2.4354279889705595,Hench,10,-0.5,0.5,go
0.0,-1.0,1.0,0.5,2.034686202728153,Hench,10,0.5,0.5,go
0.0,-1.0,1.0,1.0,2.1934441410362524,Hench,10,0.0,0.0,go
1.0,1.0,0.0,1.0,0.7042957754204053,Hench,10,-1.0,1.0,go
1.0,1.0,0.0,1.0,0.8204392120228476,Hench,10,-1.0,1.0,go
1.0,-1.0,0.5,0.0,0.8874233939848182,Hench,10,0.5,0.5,go
1.0,1.0,0.0,1.0,1.6550468528603233,Hench,10,-1.0,1.0,go
-1.0,1.0,0.25,0.0,0.754970827138095,Hench,10,0.25,0.25,go
0.0,-1.0,0.5,0.0,2.522450104464042,Hench,10,0.5,0.5,go
0.0,-1.0,0.5,0.0,2.6504256766606886,Hench,10,0.5,0.5,go
1.0,1.0,0.25,0.5,2.2382166804436565,Hench,10,-0.25,0.25,go
0.0,1.0,0.0,0.0,2.5171210619232625,Hench,10,0.0,0.0,no_go
-1.0,1.0,1.0,0.0,1.1546718649417471,Hench,10,1.0,1.0,go
0.0,-1.0,0.5,0.0,2.665414819060061,Hench,10,0.5,0.5,go
1.0,1.0,0.0,0.5,0.6719567408736111,Hench,10,-0.5,0.5,go
0.0,-1.0,0.5,0.5,2.324526690843186,Hench,10,0.0,0.0,go
0.0,-1.0,0.25,0.25,2.533818561701537,Hench,10,0.0,0.0,go
1.0,1.0,0.25,1.0,1.5718932005754596,Hench,10,-0.75,0.75,go
0.0,1.0,0.0,0.0,2.45392208782755,Hench,10,0.0,0.0,no_go
1.0,1.0,0.5,1.0,0.9705008375706257,Hench,10,-0.5,0.5,go
-1.0,-1.0,0.0,0.0,1.1716027675397527,Hench,10,0.0,0.0,no_go
0.0,1.0,0.0,0.0,2.2811497124325797,Hench,10,0.0,0.0,no_go
-1.0,1.0,1.0,0.25,1.0713660594510657,Hench,10,0.75,0.75,go
0.0,1.0,0.0,0.0,2.4516566169656926,Hench,10,0.0,0.0,no_go
1.0,1.0,0.0,0.25,1.4883488744410442,Hench,10,-0.25,0.25,go
1.0,1.0,1.0,1.0,0.6379731389097287,Hench,10,0.0,0.0,go
1.0,1.0,0.25,1.0,1.171793876126003,Hench,10,-0.75,0.75,go
1.0,1.0,0.0,1.0,0.6045919103607957,Hench,10,-1.0,1.0,go
1.0,-1.0,1.0,0.5,2.154294550568011,Hench,10,0.5,0.5,go
0.0,-1.0,0.5,1.0,2.527494263745666,Hench,10,-0.5,0.5,go
1.0,1.0,0.0,1.0,0.6547135189687197,Hench,10,-1.0,1.0,go
1.0,-1.0,0.0,0.0,1.3541970000976562,Hench,10,0.0,0.0,no_go
0.0,1.0,0.0,0.0,2.230397937509224,Hench,10,0.0,0.0,no_go
1.0,1.0,0.0,0.5,1.3713280722311083,Hench,10,-0.5,0.5,go
1.0,1.0,0.0,1.0,0.6218877879593947,Hench,10,-1.0,1.0,go
1.0,-1.0,0.0,0.0,1.3885736502586496,Hench,10,0.0,0.0,no_go
0.0,1.0,0.0,0.0,2.483156887031555,Hench,10,0.0,0.0,no_go
0.0,1.0,0.0,0.0,2.154718336104679,Hench,10,0.0,0.0,no_go
1.0,1.0,0.0,1.0,0.8709094531905066,Hench,10,-1.0,1.0,go
0.0,1.0,0.0,0.0,2.2220277823494143,Hench,10,0.0,0.0,no_go
0.0,1.0,0.0,0.0,2.4821055067143334,Hench,10,0.0,0.0,no_go
0.0,-1.0,0.0,0.25,2.178848175790563,Hench,10,-0.25,0.25,go
-1.0,1.0,1.0,0.5,2.0045879415549734,Hench,10,0.5,0.5,go
1.0,1.0,0.0,1.0,1.0215205320669156,Hench,10,-1.0,1.0,go
1.0,1.0,0.25,1.0,1.6383998248115859,Hench,10,-0.75,0.75,go
1.0,1.0,0.0,0.5,0.9385261043430546,Hench,10,-0.5,0.5,go
1.0,1.0,0.25,1.0,0.6719142423489757,Hench,10,-0.75,0.75,go
0.0,1.0,0.0,0.0,2.0673306693811355,Hench,10,0.0,0.0,no_go
1.0,1.0,0.0,1.0,0.7051912661104325,Hench,10,-1.0,1.0,go
1.0,1.0,0.0,1.0,0.9553829685078199,Hench,10,-1.0,1.0,go
1.0,-1.0,0.0,0.0,0.8551322595972124,Hench,10,0.0,0.0,no_go
0.0,1.0,0.0,0.0,2.2336574690332327,Hench,10,0.0,0.0,no_go
0.0,-1.0,1.0,0.0,2.6320050995964266,Hench,10,1.0,1.0,go
0.0,-1.0,1.0,0.0,2.6482185455818126,Hench,10,1.0,1.0,go
-1.0,1.0,1.0,0.0,1.3884241208420462,Hench,10,1.0,1.0,go
1.0,1.0,0.0,1.0,1.2059727982739332,Hench,10,-1.0,1.0,go
1.0,1.0,0.25,1.0,1.1889263022555951,Hench,10,-0.75,0.75,go
1.0,-1.0,0.0,0.0,1.0390906783391074,Hench,10,0.0,0.0,no_go
0.0,1.0,0.0,0.0,2.2964429316832593,Hench,10,0.0,0.0,no_go
1.0,1.0,0.0,1.0,0.6058620275555313,Hench,10,-1.0,1.0,go
-1.0,1.0,1.0,0.0,1.1545614042759098,Hench,10,1.0,1.0,go
0.0,1.0,0.0,0.0,2.4016731992330733,Hench,10,0.0,0.0,no_go
1.0,1.0,0.0,1.0,0.6558137643503414,Hench,10,-1.0,1.0,go
0.0,1.0,0.0,0.0,2.6859670331632515,Hench,10,0.0,0.0,no_go
0.0,1.0,0.0,0.0,2.3151429351548813,Hench,10,0.0,0.0,no_go
-1.0,1.0,0.25,0.0,0.7882315977647067,Hench,10,0.25,0.25,go
-1.0,1.0,1.0,0.5,0.6391792478270872,Hench,10,0.5,0.5,go
1.0,-1.0,1.0,0.5,1.2056127801736238,Hench,10,0.5,0.5,go
1.0,1.0,0.25,1.0,1.2551459962471654,Hench,10,-0.75,0.75,go
1.0,1.0,0.0,1.0,1.071747037517298,Hench,10,-1.0,1.0,go
0.0,-1.0,0.0,0.25,2.019388669526734,Hench,10,-0.25,0.25,go
1.0,-1.0,0.5,0.0,1.005014829099082,Hench,10,0.5,0.5,go
0.0,-1.0,1.0,0.25,2.591758850495353,Hench,10,0.75,0.75,go
0.0,-1.0,1.0,0.25,2.4535376557948894,Hench,10,0.75,0.75,go
-1.0,1.0,1.0,0.25,1.7717999704248086,Hench,10,0.75,0.75,go
1.0,1.0,0.0,0.25,1.338547966626038,Hench,10,-0.25,0.25,go
1.0,1.0,0.0,0.5,2.188750889424682,Hench,10,-0.5,0.5,go
0.0,1.0,0.0,0.0,2.592806874838061,Hench,10,0.0,0.0,no_go
1.0,1.0,0.0,1.0,0.6557949348152761,Hench,10,-1.0,1.0,go
-1.0,-1.0,0.0,0.0,0.9729482008519881,Hench,10,0.0,0.0,no_go
0.0,1.0,0.0,0.0,2.0344969466987095,Hench,10,0.0,0.0,no_go
-1.0,1.0,1.0,0.0,0.7054982635970646,Hench,10,1.0,1.0,go
-1.0,1.0,1.0,0.0,0.5558701839286186,Hench,10,1.0,1.0,go
1.0,1.0,0.0,0.5,0.9219824820106624,Hench,10,-0.5,0.5,go
-1.0,1.0,0.5,0.5,1.389239871592963,Hench,10,0.0,0.0,go
-1.0,1.0,1.0,1.0,1.138848440909669,Hench,10,0.0,0.0,go
0.0,1.0,0.0,0.0,2.108879953194446,Hench,10,0.0,0.0,no_go
-1.0,1.0,0.25,0.0,1.2395557430422741,Hench,10,0.25,0.25,go
-1.0,1.0,0.5,0.25,0.6385043462307749,Hench,10,0.25,0.25,go
-1.0,1.0,0.25,0.0,1.0389165997980854,Hench,10,0.25,0.25,go
-1.0,1.0,1.0,0.0,0.5731789853407463,Hench,10,1.0,1.0,go
1.0,1.0,0.0,1.0,1.206003390918113,Hench,10,-1.0,1.0,go
-1.0,-1.0,0.25,0.25,0.838530440643126,Hench,10,0.0,0.0,go
1.0,1.0,0.25,0.5,1.2729209889894264,Hench,10,-0.25,0.25,go
0.0,-1.0,0.25,0.5,2.0281515287515504,Hench,10,-0.25,0.25,go
0.0,-1.0,0.5,0.0,2.394887913049388,Hench,10,0.5,0.5,go
1.0,1.0,0.0,1.0,1.006062858119094,Hench,10,-1.0,1.0,go
1.0,1.0,0.0,1.0,1.5563442953261983,Hench,10,-1.0,1.0,go
1.0,1.0,0.0,0.5,1.4554356211554023,Hench,10,-0.5,0.5,go
0.0,1.0,0.0,0.0,2.186788234242613,Hench,10,0.0,0.0,no_go
0.0,1.0,0.0,0.0,2.4938115688748894,Hench,10,0.0,0.0,no_go
-1.0,1.0,0.5,0.0,1.0728355862522676,Hench,10,0.5,0.5,go
1.0,1.0,0.25,1.0,0.9560545435463155,Hench,10,-0.75,0.75,go
1.0,1.0,0.0,0.5,0.6396752911816748,Hench,10,-0.5,0.5,go
-1.0,-1.0,0.25,0.25,0.7417554132864552,Hench,10,0.0,0.0,go
1.0,1.0,0.25,1.0,1.4556251265896663,Hench,10,-0.75,0.75,go
1.0,1.0,0.0,0.5,0.6563881490858421,Hench,10,-0.5,0.5,go
0.0,-1.0,0.0,0.5,2.3846386709687977,Hench,10,-0.5,0.5,go
0.0,-1.0,0.25,0.0,2.177529792061705,Hench,10,0.25,0.25,go
1.0,1.0,0.0,1.0,1.2395766561241999,Hench,10,-1.0,1.0,go
1.0,1.0,0.25,1.0,0.9390310308456264,Hench,10,-0.75,0.75,go
1.0,1.0,0.25,1.0,0.955473855894752,Hench,10,-0.75,0.75,go
-1.0,1.0,0.25,0.0,1.4556478394263195,Hench,10,0.25,0.25,go
0.0,-1.0,1.0,0.0,2.668538585854776,Hench,10,1.0,1.0,go
0.0,-1.0,1.0,0.0,2.4923492492755486,Hench,10,1.0,1.0,go
0.0,-1.0,1.0,0.0,2.4851643172669355,Hench,10,1.0,1.0,go
0.0,-1.0,1.0,0.0,2.0206776735792573,Hench,10,1.0,1.0,go
1.0,-1.0,1.0,0.0,1.6892306341096628,Hench,10,1.0,1.0,go
-1.0,1.0,1.0,0.0,1.7559237053353627,Hench,10,1.0,1.0,go
0.0,1.0,0.0,0.0,2.0085851853423264,Hench,10,0.0,0.0,no_go
-1.0,1.0,0.5,0.0,1.4557157733445365,Hench,10,0.5,0.5,go
-1.0,1.0,0.5,0.25,1.0227636048684872,Hench,10,0.25,0.25,go
-1.0,1.0,0.5,0.25,1.256689590866472,Hench,10,0.25,0.25,go
-1.0,1.0,0.5,0.0,0.8737943834951238,Hench,10,0.5,0.5,go
1.0,-1.0,1.0,1.0,1.1066235012312973,Hench,10,0.0,0.0,go
1.0,1.0,0.0,1.0,1.85728579242641,Hench,10,-1.0,1.0,go
-1.0,-1.0,0.0,0.25,1.2734197490810857,Hench,10,-0.25,0.25,go
1.0,-1.0,0.0,0.0,1.3227558435062292,Hench,10,0.0,0.0,no_go
0.0,1.0,0.0,0.0,2.120476291546538,Hench,10,0.0,0.0,no_go
1.0,1.0,0.0,0.5,1.2898848647364503,Hench,10,-0.5,0.5,go
1.0,-1.0,0.0,0.0,1.1893790574588365,Hench,10,0.0,0.0,no_go
0.0,1.0,0.0,0.0,2.2234454071553955,Hench,10,0.0,0.0,no_go
-1.0,-1.0,0.0,0.0,1.141315711279276,Hench,10,0.0,0.0,no_go
0.0,1.0,0.0,0.0,2.4702486771673193,Hench,10,0.0,0.0,no_go
1.0,1.0,0.0,0.5,0.9562914857904161,Hench,10,-0.5,0.5,go
-1.0,-1.0,0.0,0.0,1.490016227801334,Hench,10,0.0,0.0,no_go
0.0,1.0,0.0,0.0,2.2511120042772745,Hench,10,0.0,0.0,no_go
1.0,1.0,0.0,1.0,0.7568393849492168,Hench,10,-1.0,1.0,go
0.0,-1.0,0.5,0.25,2.068688575299575,Hench,10,0.25,0.25,go
1.0,1.0,0.0,1.0,0.8239211137092752,Hench,10,-1.0,1.0,go
0.0,-1.0,0.25,0.0,2.6626619398473395,Hench,10,0.25,0.25,go
1.0,-1.0,0.5,0.25,2.073138246035569,Hench,10,0.25,0.25,go
-1.0,1.0,1.0,0.0,1.3554991157964196,Hench,10,1.0,1.0,go
-1.0,-1.0,0.0,1.0,0.9064618335082741,Hench,10,-1.0,1.0,go
0.0,-1.0,0.0,1.0,2.6555579610526365,Hench,10,-1.0,1.0,go
-1.0,-1.0,0.0,1.0,1.0732217051229327,Hench,10,-1.0,1.0,go
0.0,-1.0,0.0,1.0,2.197841924734803,Hench,10,-1.0,1.0,go
-1.0,-1.0,0.0,1.0,1.7236623629717087,Hench,10,-1.0,1.0,go
0.0,-1.0,0.0,1.0,2.534902342624264,Hench,10,-1.0,1.0,go
0.0,-1.0,0.0,1.0,2.5020204754600854,Hench,10,-1.0,1.0,go
-1.0,-1.0,0.0,1.0,1.2737545224667883,Hench,10,-1.0,1.0,go
0.0,-1.0,0.0,1.0,2.1740888473557334,Hench,10,-1.0,1.0,go
0.0,-1.0,0.0,1.0,2.247138637425678,Hench,10,-1.0,1.0,go
1.0,1.0,0.0,1.0,1.6569515649446203,Hench,10,-1.0,1.0,go
0.0,-1.0,0.0,0.25,2.4010097855989443,Hench,10,-0.25,0.25,go
0.0,-1.0,0.5,0.25,2.236094487856917,Hench,10,0.25,0.25,go
0.0,-1.0,0.5,0.0,2.0698020206457386,Hench,10,0.5,0.5,go
0.0,-1.0,0.5,0.5,2.1455162660022324,Hench,10,0.0,0.0,go
0.0,1.0,0.0,0.0,2.6268835733601463,Hench,10,0.0,0.0,no_go
0.0,-1.0,0.0,1.0,2.474989805846917,Hench,10,-1.0,1.0,go
0.0,-1.0,0.0,1.0,2.3802351320248363,Hench,10,-1.0,1.0,go
0.0,-1.0,0.0,1.0,1.9933350587950827,Hench,10,-1.0,1.0,go
0.0,-1.0,0.0,1.0,2.641364727620612,Hench,10,-1.0,1.0,go
0.0,-1.0,0.0,1.0,2.0996549216881704,Hench,10,-1.0,1.0,go
0.0,-1.0,0.0,1.0,2.001426330274853,Hench,10,-1.0,1.0,go
0.0,-1.0,0.0,1.0,2.538305891023356,Hench,10,-1.0,1.0,go
0.0,-1.0,0.0,1.0,2.0048158964846152,Hench,10,-1.0,1.0,go
0.0,-1.0,0.0,1.0,2.555933414495712,Hench,10,-1.0,1.0,go
1.0,1.0,0.5,0.5,0.6497734221791589,Hench,11,0.0,0.0,go
1.0,-1.0,1.0,0.0,1.9000181366997282,Hench,11,1.0,1.0,go
-1.0,1.0,1.0,0.0,1.4825856962075292,Hench,11,1.0,1.0,go
1.0,1.0,0.0,1.0,0.9335061976955785,Hench,11,-1.0,1.0,go
-1.0,1.0,0.5,0.0,1.0335746484308501,Hench,11,0.5,0.5,go
1.0,1.0,0.0,0.25,1.649904529057963,Hench,11,-0.25,0.25,go
1.0,1.0,0.25,1.0,1.0327235969305235,Hench,11,-0.75,0.75,go
-1.0,1.0,1.0,0.0,0.9829176255357055,Hench,11,1.0,1.0,go
-1.0,1.0,0.5,0.0,0.7494219358482894,Hench,11,0.5,0.5,go
-1.0,1.0,1.0,0.0,0.6334471830279682,Hench,11,1.0,1.0,go
1.0,1.0,0.0,0.5,0.8170298809707646,Hench,11,-0.5,0.5,go
-1.0,-1.0,0.0,0.0,1.4661603129503789,Hench,11,0.0,0.0,no_go
0.0,1.0,0.0,0.0,2.4671719964283767,Hench,11,0.0,0.0,no_go
-1.0,1.0,1.0,0.25,0.8331756580013945,Hench,11,0.75,0.75,go
1.0,1.0,0.0,1.0,1.0496207297624949,Hench,11,-1.0,1.0,go
-1.0,1.0,0.5,0.0,1.2161284191244448,Hench,11,0.5,0.5,go
1.0,1.0,0.0,1.0,1.2172071678112815,Hench,11,-1.0,1.0,go
0.0,1.0,0.0,0.0,2.4314946943326845,Hench,11,0.0,0.0,no_go
1.0,1.0,0.0,0.5,0.9828008212958252,Hench,11,-0.5,0.5,go
